Position,Company Name,Location,website
QA -SDET,"Urpan Technologies, Inc.","Austin, TX, USA",
QA and Testing,Cogent Data Solutions Llc,"Austin, TX, USA",
QA Associate,Dechra Pharmaceuticals PLC,"Fort Worth, TX",
QA Associate/Analyst,Cynosure Technologies LLC,"Austin, TX, USA",
QA Associate/Analyst (healthcare)- Preferred local to Texas,"Esolvit, Inc.","Austin, TX, USA",
QA Automation,ResolveTech Solutions Inc.,"Richardson, TX, USA",
QA Automation Engineer,"Luna Data Solutions, Inc.","Austin, TX, USA",
QA Automation Lead,"ValueLabs, Inc.","Houston, TX, USA",
QA Engineer with Retail Exp,Tabner Inc,"Houston, TX, USA",
QA Engineer- Parasitic Extraction EDA - (Multiple Locations),Siemens,"Dallas, TX",
"QA Manager with Load Runner, Selenium exp",Dew Software,"Dallas, TX, USA",
QA Test Lead,Data Resource Technologies,"Frisco, TX, USA",
QA Tester,"InterSources Inc : SBA Certified, Minority & Women-Owned Certified Enterprise.","Irving, TX",
QA Tester,TechFetch.com - On Demand Tech Workforce hiring platform,"Irving, TX",
QE Lead Test Mobile Automation Engineer with Airline Domain Experience - Multiple openings,Innovative Edge TCS,"Houston, TX, USA",
Quality Assurance Associate - FP - US,"FreshPoint, Inc.","Dallas, TX",
Quality Assurance Engineer,Saifee Recruiting,"Houston, TX, USA",
SDET,Diamondpick,"Dallas, TX",
SDET,"NITYA Software Solutions, Inc.","Irving, TX, USA",
SDET Automation Engineer,Kriscon,"Dallas, TX, USA",
SDET Engineer,Infostretch Corporation,"Dallas, TX, USA",
SDET FTE,Lotus Suites USA,"Dallas, TX",
SDET FTE,Lotus Suites USA,"Dallas, TX, USA",
Senior .NET Developer,"Computer Staff, Inc.","Dallas, TX, USA",
"Senior DevOps & Tools Engineer, Fisher Investments",Guardian Jobs,"Dallas, TX",
Senior DevOps Engineer,Cox Automotive Inc.,"Dallas, TX",
Senior Full Stack .Net Developers,RedRiver Systems L.L.C.,"Irving, TX, USA",
Senior IT Enterprise Software Quality Engineer,3coast,"Katy, TX, USA",
Senior Quality Assurance Engineer,Ziosk,"Dallas, TX",
Senior SDET,Yoh - A Day & Zimmerman Company,"Dallas, TX, USA",
Senior Software Engineer,"7-Eleven, Inc.","Irving, TX, USA",
Senior Software Test Engineer,"Verifi, Inc.","Austin, TX, USA",
Senior Test Engineer,CYPHER LEARNING,"Plano, TX",
Software Developer,InfoIMAGE Inc.,"Coppell, TX, USA",
Software Development Engineer in Test,Associate Staffing LLC,"Austin, TX, USA",
SOFTWARE DEVELOPMENT ENGINEER IN TEST (SDET),Selene Finance LP,"Dallas, TX",
Software Engineer,Collabera,"Dallas, TX, USA",
Software Engineer (.NET),Travelers,"Dallas, TX",
Software Engineer (Ref 36354),Caris Life Sciences,"Irving, TX",
Software QA Analyst,WebTPA,"Irving, TX",
Software Test and Qualification Engineer,Leonardo DRS,"Dallas, TX",
Software Test Engineer,BARBRI Global,"Dallas, TX",
Software Tester,Cinter Career,"The Colony, TX",
Sr. SDET,"Charles Schwab & Co., Inc.","Westlake, TX, USA",
Sr. SDET,"DIVERSANT, LLC.","Dallas, TX, USA",
"Sr. Software Automation Engineer, Cybersecurity","Gateway Recruiting - Gateway to Global Careers - Contingent, Retained, Contract Recruiting Services","Irving, TX",
Sr. Test Engineer,"Richardson, TX",,
Sr.AEM Developer,"Systems Integration Solutions, Inc.","Austin, TX, USA",
SRE / Observability Architect,Interra Information Tech,"Houston, TX, USA",
Telecom Quality Assurance Engineer,Intertek,"Denton, TX",
"Test Automation (Java, Selenium)","PruTech Solutions, Inc.","Irving, TX",
Test Automation Developer,Aricent US Inc,"Irving, TX, USA",
Test Automation Engineer,Beyond Identity,"Dallas, TX",
Test Automation Engineer,Comerica Bank,"Dallas, TX",
Test Automation Engineer,Dialexa,"Dallas, TX",
Test Automation Engineer,Spartan Solutions INC,"Plano, TX, USA",
Test Automation Engineer (Salesforce Platform),Euclid Innovations,"Dallas, TX, USA",
Test Engineer IV,Fujitsu Network Communications,"Richardson, TX",
Test Software Engineer,Spectral MD,"Dallas, TX",
